book,author,rating_count,page_count,genre,is_volume,author_work_count,author_sex,author_avg_rating,author_rating_count,book_size
touching ice,laurann dohner,6505,141,science fiction,yes,74,female,4.15,377702,light
drantos,laurann dohner,5276,376,fantasy-paranormal,yes,74,female,4.15,377702,average
melting iron,laurann dohner,6376,133,science fiction,yes,74,female,4.15,377702,light
kissing steel,laurann dohner,6999,182,science fiction,yes,74,female,4.15,377702,average
dovis,laurann dohner,2248,139,science fiction-aliens,yes,74,female,4.15,377702,light
valiant,laurann dohner,19318,206,fantasy-paranormal,yes,74,female,4.15,377702,average
fury,laurann dohner,24645,376,fantasy-paranormal,yes,74,female,4.15,377702,average
justice,laurann dohner,17381,222,fantasy-paranormal,yes,74,female,4.15,377702,average
slade,laurann dohner,18861,209,fantasy-paranormal,yes,74,female,4.15,377702,average
brawn,laurann dohner,16169,211,fantasy-paranormal,yes,74,female,4.15,377702,average
wrath,laurann dohner,14972,203,fantasy-paranormal,yes,74,female,4.15,377702,average
tiger,laurann dohner,15940,221,fantasy-paranormal,yes,74,female,4.15,377702,average
shadow,laurann dohner,13099,210,fantasy-paranormal,yes,74,female,4.15,377702,average
obsidian,laurann dohner,14122,200,fantasy-paranormal,yes,74,female,4.15,377702,average
mate set,laurann dohner,9842,179,fantasy-paranormal,yes,74,female,4.15,377702,average
moon,laurann dohner,12961,263,fantasy-paranormal,yes,74,female,4.15,377702,average
ten thousand skies above you,claudia gray,17770,424,young adult,yes,44,female,3.86,389070,average
spellcaster,claudia gray,6334,389,young adult,yes,44,female,3.86,389070,average
defy the stars,claudia gray,9455,432,science fiction,yes,44,female,3.86,389070,average
balthazar,claudia gray,7933,374,paranormal-vampires,yes,44,female,3.86,389070,average
evernight,claudia gray,72817,327,young adult,yes,44,female,3.86,389070,average
stargazer,claudia gray,54824,329,young adult,yes,44,female,3.86,389070,average
afterlife,claudia gray,26873,360,paranormal-vampires,yes,44,female,3.86,389070,average
hourglass,claudia gray,43278,339,young adult,yes,44,female,3.86,389070,average
a thousand pieces of you,claudia gray,44730,368,young adult,yes,44,female,3.86,389070,average
fateful,claudia gray,10483,328,young adult,no,44,female,3.86,389070,average
justice hall,laurie r. king,12589,352,mystery,yes,85,female,4.04,324312,average
folly,laurie r. king,3524,523,mystery,yes,85,female,4.04,324312,average
a darker place,laurie r. king,2530,477,mystery,no,85,female,4.04,324312,average
the moor,laurie r. king,14970,320,mystery,yes,85,female,4.04,324312,average
a study in sherlock,laurie r. king,3584,400,mystery,yes,85,female,4.04,324312,average
a grave talent,laurie r. king,6350,342,mystery,yes,85,female,4.04,324312,average
the mary russell series books 1-4: the beekeeper's apprentice; a monstrous regiment of women; a letter of mary; the moor,laurie r. king,214,1328,mystery,yes,85,female,4.04,324312,bulky
the language of bees,laurie r. king,13517,435,mystery,yes,85,female,4.04,324312,average
to play the fool,laurie r. king,3802,286,mystery,yes,85,female,4.04,324312,average
dreaming spies,laurie r. king,7674,331,mystery,yes,85,female,4.04,324312,average
the game,laurie r. king,12404,400,mystery,yes,85,female,4.04,324312,average
touchstone,laurie r. king,3417,548,mystery,yes,85,female,4.04,324312,bulky
garment of shadows,laurie r. king,8042,266,mystery,yes,85,female,4.04,324312,average
the beekeeper's apprentice,laurie r. king,68039,341,mystery,yes,85,female,4.04,324312,average
locked rooms,laurie r. king,13133,528,mystery,yes,85,female,4.04,324312,average
a monstrous regiment of women,laurie r. king,21710,336,mystery,yes,85,female,4.04,324312,average
a letter of mary,laurie r. king,17015,339,mystery,yes,85,female,4.04,324312,average
o jerusalem,laurie r. king,16302,425,mystery,yes,85,female,4.04,324312,average
dans le cafã© de la jeunesse perdue,patrick modiano,7295,149,fiction,no,82,male,3.51,48853,light
missing person,patrick modiano,6413,168,fiction,no,82,male,3.51,48853,average
the orchid thief: a true story of beauty and obsession,susan orlean,14344,284,nonfiction,no,39,female,3.86,95005,average
play of passion,nalini singh,23975,321,romance-paranormal romance,yes,158,female,4.2,934905,average
archangel's enigma,nalini singh,14825,357,fantasy-paranormal,yes,158,female,4.2,934905,average
tangle of need,nalini singh,18449,422,romance-paranormal romance,yes,158,female,4.2,934905,average
angels' flight,nalini singh,12700,368,romance-paranormal romance,yes,158,female,4.2,934905,average
bonds of justice,nalini singh,18815,348,romance-paranormal romance,yes,158,female,4.2,934905,average
silver silence,nalini singh,13066,467,romance,yes,158,female,4.2,934905,average
allegiance of honor,nalini singh,9964,478,romance-paranormal romance,yes,158,female,4.2,934905,average
angel's wolf,nalini singh,3157,80,fantasy-paranormal,yes,158,female,4.2,934905,light
blaze of memory,nalini singh,19692,373,romance-paranormal romance,yes,158,female,4.2,934905,average
angels' pawn,nalini singh,7524,61,fantasy-paranormal,yes,158,female,4.2,934905,light
archangel's shadows,nalini singh,16503,361,fantasy-urban fantasy,yes,158,female,4.2,934905,average
angels' blood,nalini singh,73196,339,fantasy-paranormal,yes,158,female,4.2,934905,average
slave to sensation,nalini singh,58758,334,romance,yes,158,female,4.2,934905,average
archangel's kiss,nalini singh,48204,323,fantasy-paranormal,yes,158,female,4.2,934905,average
caressed by ice,nalini singh,32498,352,romance-paranormal romance,yes,158,female,4.2,934905,average
heart of obsidian,nalini singh,21001,360,romance-paranormal romance,yes,158,female,4.2,934905,average
kiss of snow,nalini singh,26962,432,fantasy-paranormal,yes,158,female,4.2,934905,average
archangel's consort,nalini singh,35717,324,fantasy-paranormal,yes,158,female,4.2,934905,average
hostage to pleasure,nalini singh,26071,330,fantasy-paranormal,yes,158,female,4.2,934905,average
visions of heat,nalini singh,31577,332,romance-paranormal romance,yes,158,female,4.2,934905,average
lord of the abyss,nalini singh,7550,288,romance-paranormal romance,yes,158,female,4.2,934905,average
archangel's blade,nalini singh,28816,310,fantasy-paranormal,yes,158,female,4.2,934905,average
mine to possess,nalini singh,25344,328,romance-paranormal romance,yes,158,female,4.2,934905,average
archangel's legion,nalini singh,20715,374,fantasy-urban fantasy,yes,158,female,4.2,934905,average
branded by fire,nalini singh,26608,345,romance-paranormal romance,yes,158,female,4.2,934905,average
shards of hope,nalini singh,12723,483,romance-paranormal romance,yes,158,female,4.2,934905,average
archangel's storm,nalini singh,22077,337,romance-paranormal romance,yes,158,female,4.2,934905,average
briar's book,tamora pierce,28023,258,fantasy,yes,82,female,4.23,1319394,average
the will of the empress,tamora pierce,19935,550,fantasy,yes,82,female,4.23,1319394,bulky
mastiff,tamora pierce,25451,596,fantasy,yes,82,female,4.23,1319394,bulky
protector of the small,tamora pierce,9485,791,fantasy,yes,82,female,4.23,1319394,bulky
melting stones,tamora pierce,11605,312,fantasy,yes,82,female,4.23,1319394,average
tricksters,tamora pierce,4351,590,fantasy,yes,82,female,4.23,1319394,bulky
tortall and other lands: a collection of tales,tamora pierce,14434,369,fantasy,yes,82,female,4.23,1319394,average
battle magic,tamora pierce,7304,440,fantasy,yes,82,female,4.23,1319394,average
water & fire,tamora pierce,2420,251,fantasy,yes,82,female,4.23,1319394,average
air & earth,tamora pierce,2174,504,fantasy,yes,82,female,4.23,1319394,average
alanna: the first adventure,tamora pierce,111444,274,fantasy,yes,82,female,4.23,1319394,average
wild magic,tamora pierce,68607,362,fantasy,yes,82,female,4.23,1319394,average
trickster's choice,tamora pierce,57369,448,fantasy,yes,82,female,4.23,1319394,average
trickster's queen,tamora pierce,54286,496,fantasy,yes,82,female,4.23,1319394,average
first test,tamora pierce,51349,240,fantasy,yes,82,female,4.23,1319394,average
the woman who rides like a man,tamora pierce,68053,284,fantasy,yes,82,female,4.23,1319394,average
lioness rampant,tamora pierce,78346,384,fantasy,yes,82,female,4.23,1319394,average
emperor mage,tamora pierce,55134,358,fantasy,yes,82,female,4.23,1319394,average
squire,tamora pierce,46850,400,fantasy,yes,82,female,4.23,1319394,average
in the hand of the goddess,tamora pierce,84800,264,fantasy,yes,82,female,4.23,1319394,average
terrier,tamora pierce,60324,581,fantasy,yes,82,female,4.23,1319394,bulky
the realms of the gods,tamora pierce,51677,347,fantasy,yes,82,female,4.23,1319394,average
sandry's book,tamora pierce,38106,252,fantasy,yes,82,female,4.23,1319394,average
wolf-speaker,tamora pierce,49532,344,fantasy,yes,82,female,4.23,1319394,average
lady knight,tamora pierce,46910,416,fantasy,yes,82,female,4.23,1319394,average
page,tamora pierce,43405,290,fantasy,yes,82,female,4.23,1319394,average
bloodhound,tamora pierce,34922,554,fantasy,yes,82,female,4.23,1319394,bulky
tris's book,tamora pierce,29634,251,fantasy,yes,82,female,4.23,1319394,average
the immortals,tamora pierce,7579,657,fantasy,yes,82,female,4.23,1319394,bulky
street magic,tamora pierce,22633,300,fantasy,yes,82,female,4.23,1319394,average
daja's book,tamora pierce,27326,232,fantasy,yes,82,female,4.23,1319394,average
cold fire,tamora pierce,20710,355,fantasy,yes,82,female,4.23,1319394,average
shatterglass,tamora pierce,21735,357,fantasy,yes,82,female,4.23,1319394,average
magic steps,tamora pierce,21530,264,fantasy,yes,82,female,4.23,1319394,average
leven thumps and the whispered secret,obert skye,14619,407,fiction,yes,33,male,3.92,86997,average
leven thumps and the gateway to foo,obert skye,19796,368,young adult,yes,33,male,3.92,86997,average
pillage,obert skye,8336,312,fantasy,yes,33,male,3.92,86997,average
leven thumps and the ruins of alder,obert skye,9250,363,fantasy,yes,33,male,3.92,86997,average
leven thumps and the eyes of the want,obert skye,12359,406,fantasy,yes,33,male,3.92,86997,average
leven thumps and the wrath of ezra,obert skye,9318,400,fantasy,yes,33,male,3.92,86997,average
the boy who harnessed the wind: creating currents of electricity and hope,william kamkwamba,20578,270,nonfiction,no,5,male,4.14,25202,average
"this way for the gas, ladies and gentlemen",tadeusz borowski,5931,180,world war ii-holocaust,no,27,male,4.08,7738,average
the little book,selden edwards,4522,416,fiction,no,3,male,3.7,5178,average
princess in waiting,meg cabot,41316,259,young adult,yes,134,female,3.81,1885258,average
love you to death / high stakes,meg cabot,3431,402,young adult,yes,134,female,3.81,1885258,average
grave doubts / heaven sent,meg cabot,1976,432,young adult,yes,134,female,3.81,1885258,average
party princess,meg cabot,24069,306,young adult,yes,134,female,3.81,1885258,average
nicola and the viscount,meg cabot,8588,254,young adult,no,134,female,3.81,1885258,average
size 14 is not fat either,meg cabot,29036,344,womens fiction-chick lit,yes,134,female,3.81,1885258,average
prom nights from hell,meg cabot,18318,304,young adult,yes,134,female,3.81,1885258,average
princess on the brink,meg cabot,22167,238,young adult,yes,134,female,3.81,1885258,average
project princess,meg cabot,14233,50,young adult,yes,134,female,3.81,1885258,light
blast from the past,meg cabot,1670,240,realistic fiction,yes,134,female,3.81,1885258,average
valentine princess,meg cabot,9887,96,young adult,yes,134,female,3.81,1885258,light
she went all the way,meg cabot,13903,357,womens fiction-chick lit,no,134,female,3.81,1885258,average
every girl's dream,meg cabot,2486,12,young adult,yes,134,female,3.81,1885258,light
the princess diaries,meg cabot,625,499,romance,yes,134,female,3.81,1885258,average
the boy is back,meg cabot,6629,400,romance,yes,134,female,3.81,1885258,average
perfect princess,meg cabot,4337,143,young adult,yes,134,female,3.81,1885258,light
princess lessons,meg cabot,6875,144,young adult,yes,134,female,3.81,1885258,light
royal day out,meg cabot,426,31,childrens-middle grade,yes,134,female,3.81,1885258,light
sweet sixteen princess,meg cabot,10194,96,young adult,yes,134,female,3.81,1885258,light
victoria and the rogue,meg cabot,8996,241,young adult,no,134,female,3.81,1885258,average
royal wedding,meg cabot,13747,448,romance,yes,134,female,3.81,1885258,average
the bride wore size 12,meg cabot,10353,392,mystery,yes,134,female,3.81,1885258,average
size 12 and ready to rock,meg cabot,11817,361,womens fiction-chick lit,yes,134,female,3.81,1885258,average
the princess diaries,meg cabot,229682,283,young adult,yes,134,female,3.81,1885258,average
twilight,meg cabot,37398,312,young adult,yes,134,female,3.81,1885258,average
avalon high,meg cabot,43030,288,young adult,yes,134,female,3.81,1885258,average
shadowland,meg cabot,60481,287,young adult,yes,134,female,3.81,1885258,average
airhead,meg cabot,36479,337,young adult,yes,134,female,3.81,1885258,average
reunion,meg cabot,34828,289,young adult,yes,134,female,3.81,1885258,average
abandon,meg cabot,35850,304,young adult,yes,134,female,3.81,1885258,average
haunted,meg cabot,34747,263,young adult,yes,134,female,3.81,1885258,average
darkest hour,meg cabot,33180,316,young adult,yes,134,female,3.81,1885258,average
ninth key,meg cabot,35682,287,young adult,yes,134,female,3.81,1885258,average
jinx,meg cabot,25192,262,young adult,no,134,female,3.81,1885258,average
being nikki,meg cabot,28108,336,young adult,yes,134,female,3.81,1885258,average
teen idol,meg cabot,23238,293,young adult,no,134,female,3.81,1885258,average
how to be popular,meg cabot,20732,288,young adult,no,134,female,3.81,1885258,average
princess in the spotlight,meg cabot,52226,257,young adult,yes,134,female,3.81,1885258,average
all-american girl,meg cabot,63594,398,young adult,yes,134,female,3.81,1885258,average
runaway,meg cabot,23307,310,young adult,yes,134,female,3.81,1885258,average
pants on fire,meg cabot,17192,260,young adult,no,134,female,3.81,1885258,average
every boy's got one,meg cabot,23261,328,womens fiction-chick lit,yes,134,female,3.81,1885258,average
forever princess,meg cabot,33581,383,young adult,yes,134,female,3.81,1885258,average
princess in love,meg cabot,48915,260,young adult,yes,134,female,3.81,1885258,average
the boy next door,meg cabot,62744,379,womens fiction-chick lit,yes,134,female,3.81,1885258,average
boy meets girl,meg cabot,28124,383,womens fiction-chick lit,yes,134,female,3.81,1885258,average
sanctuary,meg cabot,10590,231,young adult,yes,134,female,3.81,1885258,average
underworld,meg cabot,21543,336,young adult,yes,134,female,3.81,1885258,average
size 12 is not fat,meg cabot,79313,345,womens fiction-chick lit,yes,134,female,3.81,1885258,average
awaken,meg cabot,12795,343,young adult,yes,134,female,3.81,1885258,average
safe house,meg cabot,11199,262,young adult,yes,134,female,3.81,1885258,average
code name cassandra,meg cabot,12260,264,young adult,yes,134,female,3.81,1885258,average
