,book,author,rating_count,page_count,genre,is_volume,author_work_count,author_sex,author_avg_rating,author_rating_count
365,dovis,laurann dohner,2248,139,science fiction-aliens,yes,74,female,4.15,377702
366,valiant,laurann dohner,19318,206,fantasy-paranormal,yes,74,female,4.15,377702
367,fury,laurann dohner,24645,376,fantasy-paranormal,yes,74,female,4.15,377702
368,justice,laurann dohner,17381,222,fantasy-paranormal,yes,74,female,4.15,377702
369,slade,laurann dohner,18861,209,fantasy-paranormal,yes,74,female,4.15,377702
370,brawn,laurann dohner,16169,211,fantasy-paranormal,yes,74,female,4.15,377702
371,wrath,laurann dohner,14972,203,fantasy-paranormal,yes,74,female,4.15,377702
372,tiger,laurann dohner,15940,221,fantasy-paranormal,yes,74,female,4.15,377702
373,shadow,laurann dohner,13099,210,fantasy-paranormal,yes,74,female,4.15,377702
374,obsidian,laurann dohner,14122,200,fantasy-paranormal,yes,74,female,4.15,377702
375,mate set,laurann dohner,9842,179,fantasy-paranormal,yes,74,female,4.15,377702
376,moon,laurann dohner,12961,263,fantasy-paranormal,yes,74,female,4.15,377702
377,ten thousand skies above you,claudia gray,17770,424,young adult,yes,44,female,3.86,389070
378,spellcaster,claudia gray,6334,389,young adult,yes,44,female,3.86,389070
379,defy the stars,claudia gray,9455,432,science fiction,yes,44,female,3.86,389070
380,balthazar,claudia gray,7933,374,paranormal-vampires,yes,44,female,3.86,389070
381,evernight,claudia gray,72817,327,young adult,yes,44,female,3.86,389070
382,stargazer,claudia gray,54824,329,young adult,yes,44,female,3.86,389070
383,afterlife,claudia gray,26873,360,paranormal-vampires,yes,44,female,3.86,389070
384,hourglass,claudia gray,43278,339,young adult,yes,44,female,3.86,389070
385,a thousand pieces of you,claudia gray,44730,368,young adult,yes,44,female,3.86,389070
386,fateful,claudia gray,10483,328,young adult,no,44,female,3.86,389070
387,justice hall,laurie r. king,12589,352,mystery,yes,85,female,4.04,324312
388,folly,laurie r. king,3524,523,mystery,yes,85,female,4.04,324312
389,a darker place,laurie r. king,2530,477,mystery,no,85,female,4.04,324312
390,the moor,laurie r. king,14970,320,mystery,yes,85,female,4.04,324312
391,a study in sherlock,laurie r. king,3584,400,mystery,yes,85,female,4.04,324312
392,a grave talent,laurie r. king,6350,342,mystery,yes,85,female,4.04,324312
393,the mary russell series books 1-4: the beekeeper's apprentice; a monstrous regiment of women; a letter of mary; the moor,laurie r. king,214,1328,mystery,yes,85,female,4.04,324312
394,the language of bees,laurie r. king,13517,435,mystery,yes,85,female,4.04,324312
395,to play the fool,laurie r. king,3802,286,mystery,yes,85,female,4.04,324312
396,dreaming spies,laurie r. king,7674,331,mystery,yes,85,female,4.04,324312
397,the game,laurie r. king,12404,400,mystery,yes,85,female,4.04,324312
398,touchstone,laurie r. king,3417,548,mystery,yes,85,female,4.04,324312
399,garment of shadows,laurie r. king,8042,266,mystery,yes,85,female,4.04,324312
400,the beekeeper's apprentice,laurie r. king,68039,341,mystery,yes,85,female,4.04,324312
401,locked rooms,laurie r. king,13133,528,mystery,yes,85,female,4.04,324312
402,a monstrous regiment of women,laurie r. king,21710,336,mystery,yes,85,female,4.04,324312
403,a letter of mary,laurie r. king,17015,339,mystery,yes,85,female,4.04,324312
404,o jerusalem,laurie r. king,16302,425,mystery,yes,85,female,4.04,324312
405,dans le cafã© de la jeunesse perdue,patrick modiano,7295,149,fiction,no,82,male,3.51,48853
406,missing person,patrick modiano,6413,168,fiction,no,82,male,3.51,48853
407,the orchid thief: a true story of beauty and obsession,susan orlean,14344,284,nonfiction,no,39,female,3.86,95005
408,play of passion,nalini singh,23975,321,romance-paranormal romance,yes,158,female,4.2,934905
409,archangel's enigma,nalini singh,14825,357,fantasy-paranormal,yes,158,female,4.2,934905
410,tangle of need,nalini singh,18449,422,romance-paranormal romance,yes,158,female,4.2,934905
411,angels' flight,nalini singh,12700,368,romance-paranormal romance,yes,158,female,4.2,934905
412,bonds of justice,nalini singh,18815,348,romance-paranormal romance,yes,158,female,4.2,934905
413,silver silence,nalini singh,13066,467,romance,yes,158,female,4.2,934905
414,allegiance of honor,nalini singh,9964,478,romance-paranormal romance,yes,158,female,4.2,934905
415,angel's wolf,nalini singh,3157,80,fantasy-paranormal,yes,158,female,4.2,934905
416,blaze of memory,nalini singh,19692,373,romance-paranormal romance,yes,158,female,4.2,934905
417,angels' pawn,nalini singh,7524,61,fantasy-paranormal,yes,158,female,4.2,934905
418,archangel's shadows,nalini singh,16503,361,fantasy-urban fantasy,yes,158,female,4.2,934905
419,angels' blood,nalini singh,73196,339,fantasy-paranormal,yes,158,female,4.2,934905
420,slave to sensation,nalini singh,58758,334,romance,yes,158,female,4.2,934905
421,archangel's kiss,nalini singh,48204,323,fantasy-paranormal,yes,158,female,4.2,934905
422,caressed by ice,nalini singh,32498,352,romance-paranormal romance,yes,158,female,4.2,934905
423,heart of obsidian,nalini singh,21001,360,romance-paranormal romance,yes,158,female,4.2,934905
424,kiss of snow,nalini singh,26962,432,fantasy-paranormal,yes,158,female,4.2,934905
425,archangel's consort,nalini singh,35717,324,fantasy-paranormal,yes,158,female,4.2,934905
426,hostage to pleasure,nalini singh,26071,330,fantasy-paranormal,yes,158,female,4.2,934905
427,visions of heat,nalini singh,31577,332,romance-paranormal romance,yes,158,female,4.2,934905
428,lord of the abyss,nalini singh,7550,288,romance-paranormal romance,yes,158,female,4.2,934905
429,archangel's blade,nalini singh,28816,310,fantasy-paranormal,yes,158,female,4.2,934905
430,mine to possess,nalini singh,25344,328,romance-paranormal romance,yes,158,female,4.2,934905
431,archangel's legion,nalini singh,20715,374,fantasy-urban fantasy,yes,158,female,4.2,934905
432,branded by fire,nalini singh,26608,345,romance-paranormal romance,yes,158,female,4.2,934905
433,shards of hope,nalini singh,12723,483,romance-paranormal romance,yes,158,female,4.2,934905
434,archangel's storm,nalini singh,22077,337,romance-paranormal romance,yes,158,female,4.2,934905
435,briar's book,tamora pierce,28023,258,fantasy,yes,82,female,4.23,1319394
436,the will of the empress,tamora pierce,19935,550,fantasy,yes,82,female,4.23,1319394
437,mastiff,tamora pierce,25451,596,fantasy,yes,82,female,4.23,1319394
438,protector of the small,tamora pierce,9485,791,fantasy,yes,82,female,4.23,1319394
439,melting stones,tamora pierce,11605,312,fantasy,yes,82,female,4.23,1319394
440,tricksters,tamora pierce,4351,590,fantasy,yes,82,female,4.23,1319394
441,tortall and other lands: a collection of tales,tamora pierce,14434,369,fantasy,yes,82,female,4.23,1319394
442,battle magic,tamora pierce,7304,440,fantasy,yes,82,female,4.23,1319394
443,water & fire,tamora pierce,2420,251,fantasy,yes,82,female,4.23,1319394
444,air & earth,tamora pierce,2174,504,fantasy,yes,82,female,4.23,1319394
445,alanna: the first adventure,tamora pierce,111444,274,fantasy,yes,82,female,4.23,1319394
446,wild magic,tamora pierce,68607,362,fantasy,yes,82,female,4.23,1319394
447,trickster's choice,tamora pierce,57369,448,fantasy,yes,82,female,4.23,1319394
448,trickster's queen,tamora pierce,54286,496,fantasy,yes,82,female,4.23,1319394
449,first test,tamora pierce,51349,240,fantasy,yes,82,female,4.23,1319394
450,the woman who rides like a man,tamora pierce,68053,284,fantasy,yes,82,female,4.23,1319394
451,lioness rampant,tamora pierce,78346,384,fantasy,yes,82,female,4.23,1319394
452,emperor mage,tamora pierce,55134,358,fantasy,yes,82,female,4.23,1319394
453,squire,tamora pierce,46850,400,fantasy,yes,82,female,4.23,1319394
454,in the hand of the goddess,tamora pierce,84800,264,fantasy,yes,82,female,4.23,1319394
455,terrier,tamora pierce,60324,581,fantasy,yes,82,female,4.23,1319394
456,the realms of the gods,tamora pierce,51677,347,fantasy,yes,82,female,4.23,1319394
457,sandry's book,tamora pierce,38106,252,fantasy,yes,82,female,4.23,1319394
458,wolf-speaker,tamora pierce,49532,344,fantasy,yes,82,female,4.23,1319394
459,lady knight,tamora pierce,46910,416,fantasy,yes,82,female,4.23,1319394
460,page,tamora pierce,43405,290,fantasy,yes,82,female,4.23,1319394
461,bloodhound,tamora pierce,34922,554,fantasy,yes,82,female,4.23,1319394
463,tris's book,tamora pierce,29634,251,fantasy,yes,82,female,4.23,1319394
464,the immortals,tamora pierce,7579,657,fantasy,yes,82,female,4.23,1319394
465,street magic,tamora pierce,22633,300,fantasy,yes,82,female,4.23,1319394
466,daja's book,tamora pierce,27326,232,fantasy,yes,82,female,4.23,1319394
467,cold fire,tamora pierce,20710,355,fantasy,yes,82,female,4.23,1319394
468,shatterglass,tamora pierce,21735,357,fantasy,yes,82,female,4.23,1319394
469,magic steps,tamora pierce,21530,264,fantasy,yes,82,female,4.23,1319394
470,leven thumps and the whispered secret,obert skye,14619,407,fiction,yes,33,male,3.92,86997
471,leven thumps and the gateway to foo,obert skye,19796,368,young adult,yes,33,male,3.92,86997
472,pillage,obert skye,8336,312,fantasy,yes,33,male,3.92,86997
473,leven thumps and the ruins of alder,obert skye,9250,363,fantasy,yes,33,male,3.92,86997
474,leven thumps and the eyes of the want,obert skye,12359,406,fantasy,yes,33,male,3.92,86997
475,leven thumps and the wrath of ezra,obert skye,9318,400,fantasy,yes,33,male,3.92,86997
476,the boy who harnessed the wind: creating currents of electricity and hope,william kamkwamba,20578,270,nonfiction,no,5,male,4.14,25202
477,"this way for the gas, ladies and gentlemen",tadeusz borowski,5931,180,world war ii-holocaust,no,27,male,4.08,7738
478,the little book,selden edwards,4522,416,fiction,no,3,male,3.7,5178
479,princess in waiting,meg cabot,41316,259,young adult,yes,134,female,3.81,1885258
480,love you to death / high stakes,meg cabot,3431,402,young adult,yes,134,female,3.81,1885258
481,grave doubts / heaven sent,meg cabot,1976,432,young adult,yes,134,female,3.81,1885258
482,party princess,meg cabot,24069,306,young adult,yes,134,female,3.81,1885258
483,nicola and the viscount,meg cabot,8588,254,young adult,no,134,female,3.81,1885258
484,size 14 is not fat either,meg cabot,29036,344,womens fiction-chick lit,yes,134,female,3.81,1885258
485,prom nights from hell,meg cabot,18318,304,young adult,yes,134,female,3.81,1885258
486,princess on the brink,meg cabot,22167,238,young adult,yes,134,female,3.81,1885258
487,project princess,meg cabot,14233,50,young adult,yes,134,female,3.81,1885258
488,blast from the past,meg cabot,1670,240,realistic fiction,yes,134,female,3.81,1885258
489,valentine princess,meg cabot,9887,96,young adult,yes,134,female,3.81,1885258
490,she went all the way,meg cabot,13903,357,womens fiction-chick lit,no,134,female,3.81,1885258
491,every girl's dream,meg cabot,2486,12,young adult,yes,134,female,3.81,1885258
492,the princess diaries,meg cabot,625,499,romance,yes,134,female,3.81,1885258
493,the boy is back,meg cabot,6629,400,romance,yes,134,female,3.81,1885258
494,perfect princess,meg cabot,4337,143,young adult,yes,134,female,3.81,1885258
495,princess lessons,meg cabot,6875,144,young adult,yes,134,female,3.81,1885258
496,royal day out,meg cabot,426,31,childrens-middle grade,yes,134,female,3.81,1885258
497,sweet sixteen princess,meg cabot,10194,96,young adult,yes,134,female,3.81,1885258
498,victoria and the rogue,meg cabot,8996,241,young adult,no,134,female,3.81,1885258
499,royal wedding,meg cabot,13747,448,romance,yes,134,female,3.81,1885258
500,the bride wore size 12,meg cabot,10353,392,mystery,yes,134,female,3.81,1885258
501,size 12 and ready to rock,meg cabot,11817,361,womens fiction-chick lit,yes,134,female,3.81,1885258
502,the princess diaries,meg cabot,229682,283,young adult,yes,134,female,3.81,1885258
503,twilight,meg cabot,37398,312,young adult,yes,134,female,3.81,1885258
504,avalon high,meg cabot,43030,288,young adult,yes,134,female,3.81,1885258
505,shadowland,meg cabot,60481,287,young adult,yes,134,female,3.81,1885258
506,airhead,meg cabot,36479,337,young adult,yes,134,female,3.81,1885258
507,reunion,meg cabot,34828,289,young adult,yes,134,female,3.81,1885258
508,abandon,meg cabot,35850,304,young adult,yes,134,female,3.81,1885258
509,haunted,meg cabot,34747,263,young adult,yes,134,female,3.81,1885258
510,darkest hour,meg cabot,33180,316,young adult,yes,134,female,3.81,1885258
511,ninth key,meg cabot,35682,287,young adult,yes,134,female,3.81,1885258
512,jinx,meg cabot,25192,262,young adult,no,134,female,3.81,1885258
513,being nikki,meg cabot,28108,336,young adult,yes,134,female,3.81,1885258
514,teen idol,meg cabot,23238,293,young adult,no,134,female,3.81,1885258
515,how to be popular,meg cabot,20732,288,young adult,no,134,female,3.81,1885258
516,princess in the spotlight,meg cabot,52226,257,young adult,yes,134,female,3.81,1885258
517,all-american girl,meg cabot,63594,398,young adult,yes,134,female,3.81,1885258
518,runaway,meg cabot,23307,310,young adult,yes,134,female,3.81,1885258
519,pants on fire,meg cabot,17192,260,young adult,no,134,female,3.81,1885258
520,every boy's got one,meg cabot,23261,328,womens fiction-chick lit,yes,134,female,3.81,1885258
521,forever princess,meg cabot,33581,383,young adult,yes,134,female,3.81,1885258
522,princess in love,meg cabot,48915,260,young adult,yes,134,female,3.81,1885258
523,the boy next door,meg cabot,62744,379,womens fiction-chick lit,yes,134,female,3.81,1885258
524,boy meets girl,meg cabot,28124,383,womens fiction-chick lit,yes,134,female,3.81,1885258
525,sanctuary,meg cabot,10590,231,young adult,yes,134,female,3.81,1885258
526,underworld,meg cabot,21543,336,young adult,yes,134,female,3.81,1885258
527,size 12 is not fat,meg cabot,79313,345,womens fiction-chick lit,yes,134,female,3.81,1885258
528,awaken,meg cabot,12795,343,young adult,yes,134,female,3.81,1885258
529,safe house,meg cabot,11199,262,young adult,yes,134,female,3.81,1885258
530,code name cassandra,meg cabot,12260,264,young adult,yes,134,female,3.81,1885258
531,princess in training,meg cabot,28836,294,young adult,yes,134,female,3.81,1885258
532,vanished: when lightning strikes / code name cassandra,meg cabot,4444,540,young adult,yes,134,female,3.81,1885258
533,missing you,meg cabot,11724,268,young adult,yes,134,female,3.81,1885258
534,queen of babble,meg cabot,64105,309,womens fiction-chick lit,yes,134,female,3.81,1885258
535,when lightning strikes,meg cabot,15967,266,young adult,yes,134,female,3.81,1885258
536,mean spirits / young blood,meg cabot,2117,437,young adult,yes,134,female,3.81,1885258
537,princess in pink,meg cabot,33358,275,young adult,yes,134,female,3.81,1885258
538,princess mia,meg cabot,22533,274,young adult,yes,134,female,3.81,1885258
539,the princess present,meg cabot,10958,96,young adult,yes,134,female,3.81,1885258
540,big boned,meg cabot,21095,280,womens fiction-chick lit,yes,134,female,3.81,1885258
541,ransom my heart,meg cabot,7210,396,romance,yes,134,female,3.81,1885258
542,burning for revenge,john marsden,14703,261,young adult,yes,57,male,4.06,188983
543,the night is for hunting,john marsden,13838,243,young adult,yes,57,male,4.06,188983
544,the dead of night,john marsden,19900,264,young adult,yes,57,male,4.06,188983
545,a killing frost,john marsden,17307,270,young adult,yes,57,male,4.06,188983
546,circle of flight,john marsden,4348,303,young adult,yes,57,male,4.06,188983
548,"darkness, be my friend",john marsden,16031,259,young adult,yes,57,male,4.06,188983
549,the rabbits,john marsden,3880,32,childrens-picture books,no,57,male,4.06,188983
550,"tomorrow, when the war began",john marsden,47586,276,young adult,yes,57,male,4.06,188983
551,the other side of dawn,john marsden,13313,336,young adult,yes,57,male,4.06,188983
552,while i live,john marsden,6565,304,young adult,yes,57,male,4.06,188983
555,war,sebastian junger,19347,304,nonfiction,no,34,male,4.08,156980
556,the perfect storm: a true story of men against the sea,sebastian junger,100991,248,nonfiction,no,34,male,4.08,156980
